title,date,content
El Granada da forma a la llegada de un central,06/01, 
Confirmados los onces de Arandina y Real Madrid,06/01, 
"La Copa, refuerzos, las bajas… Xavi Hernández analiza la actualidad del FC Barcelona",06/01,"Con motivo de la antesala de su duelo de 1/16 de final de la Copa del Rey ante el Barbastro, el técnico del campeón liguero ha tomado la palabra en un Barça que recuperó algo la sonrisa ante la UD Las Palmas. "
Copa del Rey | El Girona prolonga su cuento de hadas a costa del Elche,06/01, 
Malas noticias para el FC Barcelona: Radu Dragusin se complica cada vez más,06/01,"El central está exhibiendo un nivel fantástico en un Génova que no dejará partir a su futbolista por menos de 25 M€. Cortejado por Barça y Nápoles, el zaguero está escalando puestos en la agenda del Tottenham Hotspur. "
Atlético de Madrid | Diego Simeone incentiva a Memphis y Javi Galán,06/01, 
Copa del Rey | Luis Milla y el Getafe amargan la fiesta de Reyes al Espanyol,06/01, 
El Bayern Múnich rebaja la euforia del Manchester United,06/01,"Agente libre en cuanto concluya esta temporada si no renueva su vinculación en el Allianz Arena, Eric Maxim Choupo-Moting podría cambiar de aires en enero. Eso sí, el gigante bávaro desea frustrar las intenciones de los Diablos Rojos por este artillero. "
La Juventus manda una pieza a la AS Roma,06/01, 
Deportivo Alavés y Real Sociedad rompen un préstamo,06/01, 
Copa del Rey | El Atlético de Madrid supera a un combativo Lugo,06/01,"Los gallegos han dejado una imagen más que satisfactoria, poniendo en serios apuros a un Atleti que tuvo que tirar de sus pesos pesados para pasar de ronda. De hecho, el doblete de Memphis Depay ha sido clave para superar este notable obstáculo en el Anxo Carro. "
El Real Madrid busca central: despunta una vía de 35 M€,06/01,No es ninguna sorpresa comentar que el 14 veces ganador de la Champions desea apuntalar el eje central de su retaguardia. Es por ello que está atento a la situación de Odilon Kossounou en el Bayer Leverkusen. 
Serie A | El Frosinone rema para quedarse en la orilla ante el Monza,06/01, 
FC Barcelona | El Manchester United ofrece una increíble solución para la defensa,06/01,"Recibiendo más de un gol por partido, el rendimiento defensivo está condenando al FC Barcelona, que ve como se aleja el objetivo de LaLiga. En ese sentido, como señalan desde Inglaterra, Raphaël Varane ha sido ofrecido por el Manchester United a un precio irrepetible de 20 M€. "
El Nápoles se interesa en el central de moda en Italia,06/01, 
El Sevilla quiere más: Victor Orta quiere pescar en el Bayer Leverkusen,06/01,"Actualmente cedido en las filas de la Roma, el futuro de Sardar Azmoun puede estar en el Sevilla. El delantero iraní no está contando para José Mourinho y los hispalenses quieren aprovechar la situación para hacerse con la cesión del futbolista propiedad del Bayer Leverkusen. "
FA Cup | El Newcastle se lleva el Derbi de Tyne & Wear,06/01, 
Ya tenemos los XI del Lugo-Atlético de Madrid,06/01, 
Fichajes Real Madrid | Alemania acecha a Arda Güler,06/01,"Pudiendo firmar su debut como jugador del Real Madrid frente a la Arandina en Copa del Rey, muchos equipos están pendientes de Arda Güler, especialmente en Alemania. Pero el conjunto blanco no está dispuesto a dejar salir a la joya turca, considerada una de las perlas más grandes de la plantilla merengue. "
Serie A | Inter de Milán salva los muebles en el descuento,06/01, 
Tiempo y dinero: el plan del PSG para el mercado invernal,06/01,"Oficializada la llegada de Lucas Beraldo y a punto de confirmar el fichaje de Gabriel Moscardo, el PSG cuenta con un presupuesto de 60 M€ para acudir al mercado invernal. Una cifra que no sería suficiente para hacerse con su objetivo principal: Bruno Guimarães. "
Manchester United | Se recrudece la competencia por Timo Werner,06/01, 
70 M€ sobre la mesa: la última oferta del Bayern de Múnich por Ronald Araújo,06/01,"Objetivo principal del Bayern Múnich para la defensa, el cuadro bávaro está dispuesto a invertir hasta 70 M€ por el fichaje de Ronald Araújo. Estrella y capitán del FC Barcelona, el conjunto catalán no se plantea una salida a mitad de temporada, esperando a verano. "
Juan Mata abandona el Vissel Kobe,06/01, 
Avalan el fichaje de Karim Benzema para el MU,06/01, 
Carlo Ancelotti no tiene dudas: la primera prioridad del Real Madrid en 2024,06/01,"Enfrentándose a la Arandina, de Segunda Federación, el Real Madrid no quiere disgustos. Los blancos no especularán y saldrán con todo al partido, teniendo un claro objetivo: defender su condición como Campeón de Copa. Carlo Ancelotti quiere volver a levantar el título del KO español. "
El Granada encarrila el fichaje de Martin Hongla,06/01, 
El FC Barcelona quiere resolver el futuro de João Félix,06/01,"Tras ser señalado frente al Almería y empezar como suplente contra la UD Las Palmas, el FC Barcelona sigue confiando en João Félix. Cedido desde el Atlético de Madrid hasta final de temporada, los catalanes apuestan por la continuidad del luso, siempre  que las condiciones económicas sean las adecuadas. "
Los planes de mercado del Aston Villa,06/01, 
El Arsenal quiere repatriar a Fikayo Tomori,06/01,"Estrella defensiva del AC Milan, el Arsenal sigue muy de cerca a Fikayo Tomori. El canterano del Chelsea es uno de los objetivos de los londinenses para reforzar la zaga. Un fichaje que será complicado, ya que los italianos renovaron el contrato del defensor hasta 2027. "
Chicharito Hernández quiere cerrar el círculo,06/01, 
"El FC Barcelona presenta a Vitor Roque en sociedad, el Nápoles prepara un desembolso de 60 M€ en el mercado invernal",06/01,"Tras una mágica noche de Reyes, el mercado invernal de fichajes sigue su cauce. Presentado Vitor Roque, que ya ha debutado con el FC Barcelona, el cuadro catalán tiene altas esperanzas puestas en el brasileño. Repasa las principales portadas deportivas con nuestra revista de prensa. "
"Mercado en directo: El Chelsea busca salidas, el Real Madrid sigue pendiente de Kylian Mbappé ",06/01, 
La Juventus encarrila un fichaje de 3 M€,06/01, 
El PSG se blinda: tiene un plan por Kylian Mbappé,06/01,"De nuevo en el ojo del huracán del mercado de fichajes, el futuro de Kylian Mbappé vuelve a ser noticia. Sempiterno relacionado con el Real Madrid, la estrella de Bondy aún no ha decidido qué camino tomar. No obstante, en el PSG ya se preparan en todos los sentidos. "
MU | Dos salidas para Anthony Martial,06/01, 
Empieza la Operación Salida: el Chelsea encarrila 3 bajas,06/01,"Consciente de que el equipo necesita ingresos para poder cumplir con las reglas del Fair Play Financiero, el Chelsea ya prepara 3 bajas muy importantes durante el mercado invernal de fichajes. 3 salidas que ayudarán a financiar las llegadas durante enero. "
La Roma cierra una cesión en salida,06/01, 
El Inter de Milán no quiere otro caso Skriniar: se plantan por Denzel Dumfries,06/01,"Llegado al club para sustituir a Achraf Hakimi, Denzel Dumfries está tensando la cuerda en el Inter de Milán. Agente libre en 2025, el carrilero holandés sigue sin renovar su contrato. En el Inter no quieren volver a perder un jugador a coste cero y ya se plantean su venta en verano. "
Turquía acecha a Corentin Tolisso,06/01, 
Real Sociedad | Kieran Tierney desmiente los rumores de su salida ,05/01, 
Carlo Ancelotti quiere renovar los laterales: los dos objetivos del Real Madrid para verano,05/01,"Buscando reforzar ambos carriles, el Real Madrid se plantea los fichajes de Alphonso Davies (Bayern Múnich) y Juanlu, perla del Sevilla. La guinda del pastel blanco, y por tanto, el mayor esfuerzo económico estará en un galáctico: Kylian Mbappé es la prioridad, mientras que Erling Haaland es el as bajo la manga. "
El Zaragoza se marca 3 objetivos en LaLiga,05/01, 
FA Cup | El Tottenham supera al Burnley con un golazo de Pedro Porro,05/01, 
AC Milan | Zlatan Ibrahimovic avala la llegada de Antonio Conte,05/01,"Agente libre tras salir del Tottenham el marzo pasado, Antonio Conte estaría cerca de volver a los banquillos. El técnico italiano es el favorito de Zlatan Ibrahimovic para relevar a Stefano Pioli en el AC Milan. De esta manera, el pullés habría entrenado los 3 grandes clubes de la Serie A. "
Serie A | El Bolonia salva los muebles en el descuento,05/01, 
FA Cup | Brentford y Wolverhampton se van al 'Replay’; el Fulham pasa de ronda,05/01, 
Diario de Fichajes | Los frentes abiertos del Real Madrid en el mercado,05/01,"Otra vez protagonista de mercado, el Real Madrid y Kylian Mbappé vuelven a cruzar sus caminos. Pero el conjunto blanco tiene más frentes abiertos, como saber qué pasará con Miguel Gutiérrez, tentado por el Manchester United. Repasa las noticias más importantes de la jornada con nuestro diario de fichajes. "
La cláusula de rescisión XXL de Marcos Leonardo en el Benfica,05/01, 
"Fichajes Bayern de Múnich | Xabi Alonso, prioridad para 2024",05/01,"Convertido en uno de los mejores entrenadores del mundo en las filas del Bayer Leverkusen, que todavía no ha perdido un partido esta temporada, Xabi Alonso ya está en la órbita del Bayern de Múnich. Tuchel no convence a los bávaros, que se lanzarían a por el tolosarra para la próxima temporada. "
El Olympique de Lyon completa un doble golpe,05/01, 
El Elche quiere pescar en la UD Las Palmas,05/01, 
Tottenham | El Nápoles prepara un intercambio XXL para birlar a Radu Dragusin,05/01,"En la agenda del Tottenham para reforzar la zaga, el Nápoles ha aparecido en los últimos días para hacerse con los servicios de Radu Dragusin. Los italianos están dispuestos a incluir a Leo Ostigard y Alessandro Zanoli en un intercambio para convencer al Génova. "
Mikel Arteta se resigna en el mercado invernal,05/01, 
Joan Laporta quiere más: Vitor Roque no será el último fichaje del FC Barcelona,05/01,"Habiendo firmado su debut como jugador del FC Barcelona, el club catalán espera que Vitor Roque no sea el único fichaje invernal. En ese sentido, Joan Laporta ya está trabajando para liberar masa salarial y poder lanzarse a por la prioridad de Xavi: hacerse con un centrocampista. "
Pep Guardiola alude a la salida de Kalvin Phillips,05/01, 
"Thomas Tuchel ya tiene su central: Eric Dier, a un paso del Bayern Múnich",05/01,"En busca activa de un central para apuntalar la zaga, el Bayern Múnich se encuentra muy cerca de cumplir su objetivo. Agente libre a final de temporada, el Tottenham da luz verde a la salida de Eric Dier, una de las opciones que manejaba el conjunto bávaro. "
El Sevilla impulsa la llegada de una perla del Ajax,05/01, 
La alternativa a Carlo Ancelotti: Brasil elige a su seleccionador,05/01,"Tras el batacazo con Carlo Ancelotti, que ha renovado con el Real Madrid, Brasil está obligada a buscar un seleccionador para que tome cargo del proyecto nacional. Después de firmar batacazos en los últimos mundiales, la canarinha ha decidido el que será el próximo seleccionador de la pentacampeona. Se trata de Dorival Júnior, técnico del São Paulo. "
El AC Milan encauza la llegada de una perla,05/01, 
El PSG  va en serio: un objetivo de 116 M€ en la Premier League,05/01,"La plaga de lesiones en la medular del PSG obliga al conjunto parisino a actuar en el mercado de fichajes. En ese sentido, los galos están dispuestos a abonar la cláusula de rescisión de Bruno Guimarães, estrella del Newcastle, que está fijada en los 116 M€. "
El Sevilla encarrila la llegada de Lucien Agoumé,05/01, 
Los dos frentes abiertos del Chelsea en el mercado de fichajes,05/01,"De nuevo en una posición complicada en la Premier League, el Chelsea encara el mercado de fichajes invernal con varias cuestiones a resolver. Desde el futuro de jugadores cuyo contrato termina pronto a ceder a jóvenes perlas, Mauricio Pochettino quiere aprovechar el mes de enero. "
José Mourinho convence a una perla de la Juventus,05/01, 
"El FC Barcelona dice basta: Raphinha, en la cuerda floja",05/01,"Fichado del Leeds United la pasada temporada por 70 M€ con las variables incluidas, el rendimiento de Raphinha en el FC Barcelona está siendo preocupante. El extremo brasileño no logra firmar grandes actuaciones, y desde el Barça se plantean una venda en caso de que el gaúcho no mejore su nivel. "
Udinese se refuerza a coste cero,05/01, 
El Manchester United limita los daños: se desvela la opción de venta de Jadon Sancho,05/01,"Con el futuro de Jadon Sancho lejos del Manchester United, se espera que el extremo inglés recale en el Borussia Dortmund en los próximos días o incluso horas. Una operación que liberará parte de la masa salarial del club. Además, el United recuperará parte de la inversión acometida por su futbolista. "
"Paulo Dybala, una sensacional oportunidad de mercado que ya tiene precio",05/01, 
El fichaje que la Juventus puede birlar al Inter de Milán,05/01,La Juventus está dando pasos más que decisivos para hacerse con los servicios de Tiago Djaló. futbolista al que se había situado a un paso del Inter de Milán. El zaguero acaba contrato con el Lille al término de la presente temporada. 
¡Lucas Vázquez cae lesionado!,05/01, 
El Nápoles cierra la primera llegada de 2024,05/01, 
¡El Inter de Milán confirma su primer fichaje invernal!,05/01, 
El Bournemouth quiere a una joya ecuatoriana,05/01, 
¿Una llegada en enero para el Real Madrid?: Federico Redondo sube enteros,05/01,"Siempre atento a las oportunidades que ofrece el mercado de fichajes, parace que el Real Madrid no tiene la más mínima intención de dejar escapar al centrocampista argentino Federico Redondo. Tentado también por Liverpool y Manchester United, los blancos pueden apostar por su incorporación para enero de cara a fortalecer al filial de Raúl.  "
Bayern Múnich | Nueva opción para reforzar la zaga,05/01,"Decidido a mejorar las prestaciones de su zaga, el Bayern Múnich ha situado en su punto de mira a Tosin Adarabioyo, defensa que milita en el Fulham. En días previos, el inglés también ha sido vinculado con el Tottenham. "
"¿Valentín Barco, rumbo a la Premier League?",05/01, 
Un destino sorprendente en el horizonte de Mauro Icardi,05/01,"Protagonista de un brillante desempeño en Turquía defendiendo los colores del Galatasaray, el delantero argentino de 30 años Mauro Icardi pretende un cambio de aires. Según podemos leer en la prensa italiana, el jugador quiere volver a enfundarse la elástica del Inter de Milán, donde ya mostró un rendimiento notable varias campañas.  "
Carlo Ancelotti: Repasa la actualidad del Real Madrid ,05/01, 
"Clément Lenglet, el 'plan B’ del AC Milan",05/01,"Relegado a un discreto segundo plano en los actuales esquemas del Aston Villa, el galo Clément Lengleta podría cambiar de equipo durante el mercado invernal. El zaguero se ha abierto paso en la agenda del AC Milan, aunque no es la primera opción. "
El Elche se interesa por un talento del Valencia,05/01, 
El Manchester United estrecha el cerco sobre Miguel Gutiérrez,05/01,"Tras decir adiós a Sergio Reguilón, el Manchester United ha intensificado su seguimiento sobre un nuevo lateral zurdo, el madrileño Miguel Gutiérrez. El carrilero está completando una excelente temporada con el Girona. "
El Villarreal confirma el adiós de Ben Brereton,05/01, 
El arrepentimiento de Karim Benzema por abandonar el Real Madrid,05/01,"Defendiendo los colores de Al Ittihad desde el pasado verano, Karim Benzema se arrepiente de su salida del Real Madrid con destino a Arabia. Así lo ha apuntado en la televisión francesa el que fuera jugador y entrenador Jean-Michel Larqué. "
El Sevilla tiene nuevo atacante en cartera: Datro Fofana,05/01, 
El AS Mónaco gana la puja por Thilo Kehrer,05/01, 
El Arsenal cruza intereses con el FC Barcelona,05/01,"Incluido en la extensa lista de objetivos del FC Barcelona, el centrocampista Amadou Onana también ha logrado abrirse paso en la agenda del Arsenal. El belga resulta del completo agrado de su técnico, el vasco Mikel Arteta. "
El Manchester City confirma el adiós de un portero,05/01, 
"Mercado en directo: la Juventus acelera para reforzarse, Kylian Mbappé decidirá su futuro ",05/01, 
"El FC Barcelona se aferra a la Liga, el gran reto del RB Leipzig ante el Real Madrid",05/01,"Un día más, Fichajes.com te ofrece la oportunidad de repasar las portadas de los principales diarios deportivos europeos. La victoria in extremis del FC Barcelona ante la UD Las Palmas en Liga o las palabras de Dani Olmo sobre el futuro choque de Liga de Campeones entre Real Madrid y RB Leipzig son algunos de los temas que hoy marcan la actualidad.  "
Kamil Piatkowski ya es del Granada,05/01, 
El Sevilla vuelve a tener vía libre por Agoumé,05/01, 
El impacto de Vitor Roque en la delantera del FC Barcelona,05/01,El brasileño Vitor Roque tuvo anoche la oportunidad de estrenarse ante la UD Las Palmas. Su llegada disparará la competencia en la delantera del FC Barcelona. 
El Girona no frenará la progresión de Míchel,05/01, 
Real Madrid | La gran decisión que aún debe tomar Kylian Mbappé,05/01,El futuro de Kylian Mbappé sigue en el aire. El ariete galo no tomará una decisión definitiva hasta que analice con calma todas las propuestas recibidas. La del Real Madrid debería ya llegarle en los próximos días. 
El Eintracht Frankfurt traspasa a Lucas Alario,05/01, 
El Arsenal identifica a su gran prioridad defensiva,05/01,La escuadra de Mikel Arteta busca reforzarse en el mercado invernal de fichajes y ahora en las islas nos hablan de un objetivo recurrente que toma forma. 
El Benfica cierra un fichaje de 18 M€,05/01, 
El Bayern Múnich retoma un objetivo defensivo,05/01,El cuadro bávaro trata de mejorar su defensa en este mes de enero que acaba de comenzar. Por eso los dirigentes de la escuadra alemana ya se han marcado un objetivo claro. 
La Juventus niega la salida de Dusan Vlahovic,05/01, 
FC Barcelona | Xavi Hernández analiza el triunfo y tranquiliza con Joao Cancelo,05/01, 
El Sevilla se queda sin Lucien Agoumé,05/01, 
El Sevilla mira al Chelsea para reforzar su ataque,04/01,"El cuadro hispalense ha decidido mover ficha de nuevo para mejorar su delantera, y ahora cuenta con un nuevo deseo en su agenda para terminar de consolidar ese plantel. "
Liga | El FC Barcelona salva los muebles in extremis,04/01,"Los catalanes logran ganar en el descuento con un penalti transformado por Ilkay Gündogan, que maquilló una mala primera parte de los culés. La UD Las Palmas murió en la orilla y los culés se colocan a siete de los dos líderes. "
El Granada cerrará un fichaje defensivo,04/01, 
FA Cup | Crystal Palace y Everton se neutralizan,04/01, 
Coppa de Italia | La Juventus golea a la Salernitana,04/01, 
"Bruno Guimaraes, prioridad invernal para el PSG",04/01,"La idea de contratar un centrocampista todavía existe en el PSG, que se ha fijado en este viejo conocido de la Ligue 1 francesa para intentar su fichaje e incorporarlo a sus filas. "
¿Un retorno de Thiago Silva a Brasil?,04/01, 
Fichajes Real Madrid | Se posponen dos objetivos defensivos,04/01,"Ambos han sido relacionados con el cuadro blanco recientemente, pero se mantienen ahora en el radar del conjunto merengue pensando en la siguiente temporada. "
El Brentford pone las cosas claras con Ivan Toney,04/01, 
Deco analiza el mercado invernal del FC Barcelona,04/01, 
Liga | El Athletic Club sigue de dulce y asalta al Sevilla a domicilio,04/01,"Los de Ernesto Valverde logran un importante y merecido triunfo en su visita al Sánchez Pizjuán, que les permite seguir soñando con la Liga de Campeones. Los de Quique Sánchez Flores se vuelven a asomar al abismo. "
El presidente del Sevilla valora el mercado invernal,04/01, 
Diario de Fichajes | Kylian Mbappé marca el arranque del mercado invernal,04/01,"El delantero del PSG es noticia diariamente por su incierto futuro que mantiene en vilo al Real Madrid, al propio PSG y a otros equipos. Aunque han sucedido este jueves más cosas en el mercado de fichajes que ahora te relatamos. "
¡Ya hay onces del UD Las Palmas - FC Barcelona!,04/01, 
El Atlético de Madrid eleva el precio de un jugador,04/01, 
El Chelsea ya medita un fichaje invernal de 60 M€,04/01,Los blues ya planean una nueva inversión de primer nivel en el mercado invernal que ahora comienza y ponen el foco en solventar uno de sus grandes problemas. 
Rayo Vallecano y Granada siguen a un jugador de 600.000 €,04/01, 
¡Jude Bellingham ya es el jugador más valioso del mundo!,04/01,El notable impacto que han tenido los primeros meses del inglés en el cuadro blanco se reflejan ya en este reconocimiento claro de una prestigiosa institución. 
Liga | Servicios mínimos de Osasuna para superar al Almería,04/01, 
El Girona acelera por otro ex del FC Barcelona,04/01, 
El próximo Josko Gvardiol: La Premier League acecha a Ousmane Diomande,04/01,"Convertido en uno de los centrales más prometedores del mundo en las filas del Sporting de Portugal, el futuro de Ousmane Diomande prevé un gran fichaje. Varios equipos de la Premier League han preguntado por el zaguero marfileño, cuya cláusula de rescisión está situada en los 80 M€. "
El Chelsea comunica una salida,04/01, 
El Manchester United anuncia 3 renovaciones,04/01, 
Las consecuencias de la lesión de Milan Skriniar en el mercado del PSG,04/01,"La larga ausencia de Milan Skriniar obliga al PSG a revisar sus planes para el mercado de fichajes de invierno, mientras esperaba cubrir su hueco en la defensa central con la llegada de Lucas Beraldo. "
Un exótico destino para Samuel Umtiti,04/01, 
Real Madrid | Los detalles del pacto entre Kylian Mbappé y el PSG,04/01,"Tras las declaraciones del jugador anoche en zona mixta al conquistar la Supercopa de Francia, las especulaciones siguen disparadas. Y tratan de interpretarse sus palabras desde diferentes ángulos. "
AS Roma | José Mourinho se queda sin su gran valedor,04/01, 
El Real Madrid prepara 30 M€ para repetir un fichaje a lo Sergio Ramos,04/01,"El Real Madrid se ha visto seducido por las prestaciones de Juanlu Sánchez. El carrilero diestro de 20 años es muy del gusto de la dirección deportiva merengue y desde el club valorar poner sobre la mesa 30 M€ para adelantarse al resto de pujadores que se han interesado en el jugador del Sevilla. Su cláusula de rescisión, debemos recordar, es de 25 M€. "
El Sevilla recibe calabazas por un delantero,04/01, 
Los 4 fichajes invernales que estudia el Arsenal,04/01,"El Arsenal sigue trabajando con la idea de reforzar su plantilla durante el mercado invernal. Los gunners desean incorporar un nuevo lateral zurdo, un centrocampista y, al menos, un futbolista de corte ofensivo. "
La Atalanta impulsa un fichaje de 32 M€,04/01, 
Real Madrid | Un nuevo y duro rival en la carrera por António Silva,04/01,"Insistentemente vinculado con el Real Madrid, el portugués António Silva también ha logrado abrirse paso en la agenda de otro buen número de clubes europeos. El PSG ha sido el último en sumarse a su lista de pretendientes. "
El Manchester City da forma a la salida de un portero,04/01, 
Jadon Sancho puede llegar acompañado: el Borussia Dortmund tiene un objetivo de 30 M€,04/01,El Borussia Dortmund sigue trabajando en distintos objetivos con los que poder reforzar su plantilla. El cuadro germano trabaja desde hace semanas en la incorporación de Ian Maatsen. El futbolista holandés del Chelsea ha trasladado al cuadro de Londres su deseo de cambiar de aires este mismo mes de enero con destino a Dortmund. 
OM y Lens comparten objetivo en el Benfica,04/01, 
El Real Madrid ultima el fichaje de un talento puertorriqueño,04/01,"Siempre atento a las jóvenes promesas que comienzan a abrirse paso hacia la élite, el Real Madrid ha dado ya pasos más que significativos para hacerse con los servicios de Jeremy de León. El joven atacante puertorriqueño milita en el CD Castellón. "
El próximo destino de Ángel Di María,04/01, 
¡Ojo FC Barcelona! El Bayern Múnich no se da por vencido por Ronald Araújo,04/01,"Renovado con el FC Barcelona hasta 2026 con una cláusula de 1.000 M€, el Bayern Múnich no desiste en sus intentos por hacerse con Ronald Araujo. El defensor charrúa sigue siendo el objetivo primordial de Thomas Tuchel para reforzar el eje de la zaga, e intentarán ficharlo ahora o en junio. "
El Cádiz ratifica a Sergio González,04/01, 
Juventus | El factor que marcará el futuro de Adrien Rabiot,04/01,"Si la Juventus mantiene la línea y termina completando una temporada notable, la continuidad de Adrien Rabiot quedará sellada. Aunque  sigue despertando interés en la Premier League, el jugador dará prioridad a los bianconeri. "
"Nápoles | Gio Simeone, en la rampa de salida",04/01, 
Sergio Reguilón vuelve al Tottenham,04/01, 
El Manchester United pasa a la acción por una nueva estrella para su ataque,04/01,"Consciente de la necesidad de dar un impulso a la parcela ofensiva de su equipo, el Manchester United ya se ha puesto manos a la obra con vistas a concretar una nueva incorporación de primer nivel. Dos son los principales nombres propios que se barajan ahora: Timo Werner y Eric Maxim Choupo-Moting "
¡La llegada de Jadon Sancho al BVB es inminente!,04/01, 
"Mercado en directo: Kylian Mbappé enreda al Real Madrid, el FC Barcelona suma objetivos",04/01, 
El Benfica quiere pescar en el Granada,04/01, 
¿Se está hartando el Real Madrid de Kylian Mbappé?,04/01,"Las recientes declaraciones de Kylian Mbappé, en las que no se ha mostrado muy interesado por aclarar su futuro, no han caído nada bien en el seno de un Real Madrid que cada vez está más cansado de las idas y venidas del ariete galo. "
Inter de Milán | ¡Tajon Buchanan ya ha llegado!,04/01, 
"El Real Madrid se proclama campeón de invierno, el FC Barcelona se aferra a Vitor Roque",04/01,"Como cada día, Fichajes.com te da la oportunidad de repasar las portadas de los principales diarios deportivos europeos. La victoria del Real Madrid ante el Real Mallorca en el último encuentro de la primera vuelta o el inminente estreno de Vitor Roque con la elástica del FC Barcelona son algunos temas que hoy marcan la actualidad.  "
Radu Dragusin responde al interés del Tottenham,04/01, 
La cruda realidad invernal del FC Barcelona,04/01,"Tras constatar que Líbero no pagará los 40 M€ prometidos, el FC Barcelona ya ha asumido que no podrá realizar fichaje alguno durante el mercado invernal. A día de hoy, los culés no cuentan ni con efectivo ni con margen salarial suficiente para incorporar nuevos jugadores. "
La siguiente renovación en el Manchester United,04/01, 
El Real Madrid ya conoce el precio de Giorgio Scalvini,04/01,"Si finalmente se decide a lanzar sus redes sobre el joven Giorgio Scalvini, el Real Madrid deberá estirar su talonario. En Italia dejan claro que la Atalanta no le dejará partir por menos de 60 M€. "
El Granada planea nuevos fichajes,04/01, 
El Bayern Múnich se marca un complicado deseo para la zaga,04/01,"El cuadro bávaro ya ha decidido mover ficha de nuevo, en este caso por un zaguero que en cualquier caso es una opción complicada ahora mismo. Pero no descartable en un futuro. "
Cádiz | Sergio González conserva la calma y alude al mercado,04/01, 
El AC Milan lanza una ofensiva de 15 M€,04/01,"Siguen trascendiendo objetivos de las grandes escuadras europeas, en este caso un AC Milan que tratará de fortalecer su potencial ofensivo. "
La Juventus quiso pescar en la AS Roma,04/01, 
Atlético de Madrid | Diego Simeone analiza la derrota,04/01, 
¡Kylian Mbappé rompe su silencio y alude a su futuro!,03/01,"Tras haber conquistado su primer trofeo de la temporada con el PSG al ganar esa Supercopa de Francia, el delantero francés acaba de hablar acerca de su futuro ante los medios en Francia. "
El Sevilla recupera un viejo deseo para el ataque,03/01,Los andaluces recurren a un antiguo deseo para mejorar su línea ofensiva de cara a la segunda parte de la temporada. Ya que Víctor Orta ha decidido volver a por este viejo objetivo. 
El Cádiz estudia un interesante fichaje a coste cero,03/01, 
Liga | El Girona se aferra al campeonato en un monumento al fútbol,03/01,"En un precioso duelo en Montilivi esta noche, el Girona se lleva los tres puntos merced a un final épico con gol de Iván Martín, que culminó un partido sensacional. El triplete de Álvaro Morata no sirvió para mantener a los colchoneros en una pelea por La Liga que parece ya cosa de dos. "
Coppa de Italia | La AS Roma sufre para remontar a la Cremonese,03/01, 
Supercopa de Francia | El PSG supera al Toulouse y suma su primer título del curso,03/01,"Los campeones de la Ligue 1 no dieron opción a su rival de esta noche, y se llevan el primer título de la era Luis Enrique. Los goles de Kang-In Lee y Kylian Mbappé en la primera parte. "
El Almería define su hoja de ruta en el mercado,03/01, 
No lo pierden de vista: el plan del Manchester United por Javi Guerra,03/01,"Los diablos rojos pretenden volver a la carga por el centrocampista del Valencia, a quien siguen como otros grandes equipos de Europa. "
"Real Madrid | Carlo Ancelotti: ""Rüdiger está a un nivel muy alto""",03/01, 
Atlético de Madrid | Dos clubes preguntan por Caglar Söyüncü,03/01, 
El FC Barcelona confirma la inscripción de Vitor Roque,03/01, 
Liga | Williot Swedberg se viste de héroe para el Celta de Vigo,03/01, 
Liga | Antonio Rüdiger da el campeonato de invierno al Real Madrid,03/01,Un golazo del central alemán decide el choque para los de Carlo Ancelotti. Que conservan el liderato al terminar la primera vuelta del campeonato y podrán mantener su distancia con respecto al resto de perseguidores. 
El AC Milan acelera por un defensa de 10 M€,03/01,"El conjunto de San Siro sigue moviendo ficha y tras anunciar el regreso de Matteo Gabbia hace algunas horas, sus dirigentes no se detienen buscando nuevas opciones. "
Las alineaciones del Girona - Atlético de Madrid,03/01, 
Diario de Fichajes | El Real Madrid mantiene su hoja de ruta,03/01,"El mercado invernal de fichajes empieza a dar sus primeros pasos, con todas las escuadras conscientes de sus deseos para aprovechar este periodo de traspasos que ahora se abre. Entre ellos el cuadro blanco que tiene claras sus ideas. "
El Tenerife tiene nuevo refuerzo,03/01, 
Coppa de Italia | Charles De Ketelaere lleva a la Atalanta a cuartos,03/01, 
¿Un regreso de Gonçalo Guedes a España?,03/01, 
Chelsea y Manchester United se disputan a una figura de 100 M€,03/01,"Después de una primera parte de temporada por debajo de las expectativas, blues y diablos rojos luchan por un refuerzo que les saldrá muy caro. "
Liga | El Granada toma aire a costa del Cádiz,03/01, 
El Real Madrid en la pelea: la joya de 10 M€ que colocan en el radar,03/01,"El cuadro blanco sigue, junto a dos grandes de la Premier League como Liverpool y Manchester United, al hijo de una de sus leyendas. "
Una nueva opción en la Premier para Jesse Lingard,03/01, 
¡Ya hay onces del Real Madrid - Real Mallorca!,03/01, 
El Manchester City cierra el fichaje de Claudio Echeverri,03/01,"Los campeones de Europa han cerrado, como estaba previsto, la llegada de esta joya argentina a la que llevaban tiempo siguiendo los grandes de Europa como Real Madrid y FC Barcelona. "
La doble tentación de Míchel para abandonar el Girona,03/01, 
¡Nikola Kalinic encuentra equipo con un salario de 1 €!,03/01, 
El Manchester United identifica a su primer gran deseo estival,03/01,Los diablos rojos ya han pensado en la que quieren que sea su primera gran inversión desde la llegada de sir Jim Ratcliffe a la propiedad del club. 
El Granada impulsa un fichaje defensivo,03/01, 
El deseo de Javi Guerra en el Valencia,03/01, 
